Sl. No.,Make,Model,Variant,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Engine_Location,Fuel_System,Fuel_Tank_Capacity_litre,Fuel_Type,Height_mm,Length_mm,Width_mm,Body_Type,Doors,City_Mileage_km_litre,Highway_Mileage_km_litre,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space_litre,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
501,Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,1397,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,,Diesel,1590,3995,1770,SUV,5,,,23.7 km/litre,,,6,200 mm,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,,All Windows,,,89hp@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Analog,2,5,Leather,Manual,2500 mm,,,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,,,Yes,Internal,Analog,Manual,Digital,Yes,,Yes,Co-Driver Only,,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,,,,Normal,Yes,Yes,,Yes,Yes,Yes,,Yes,,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,Yes,,Yes,,Yes,,Only front,Yes,,Yes,,Yes,Yes,,,Yes,,,,,
502,Hyundai,Venue,1.4 Crdi Mt Sx(O),1397,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45,Diesel,1590,3995,1770,SUV,5,,,23.7 km/litre,,,6,200 mm,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle with coil spring,,,215 / 60 R16,215 / 60 R16,,All Windows,,,90PS,22.4,Digital,Analog,Analog,2,5,Leather,Manual,2500 mm,215 / 60 R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,350,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,,,Yes,Internal,Analog,Manual,Analog,Yes,,Yes,Co-Driver Only,,Manual Air conditioning with cooling and heating,,Yes,Yes,,,,Normal,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Front Row,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6,,,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,,,Yes,,Yes,Yes,,,Yes,,,,,
503,Tata,Nexon,Xe,1198,3,4,,In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,Only Front Windows,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,195/60 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,,Yes,,,,350,,,Yes,Digital,Front,Yes,Yes,,,,,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,"Rake, Reach",,,,,,,,Yes,,Multifunction Steering Wheel,Yes,,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,
504,Tata,Nexon,Xm,1198,3,4,FWD (Front Wheel Drive),In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,195/60 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,,350,Yes,Yes,Yes,Digital,Front,Yes,Yes,,,Yes,,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,"Rake, Reach",,,Rear sensors,,Yes,,,Yes,Yes,Multifunction Steering Wheel,Yes,,,Yes,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,
505,Tata,Nexon,Xz,1198,3,4,FWD (Front Wheel Drive),In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,195/60 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,"Reach, Rake",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,,Yes,Yes,,,Yes,,Yes,,,Yes,Yes,,,,Yes,,,,,,,,
506,Tata,Nexon,Xz Plus,1198,3,4,FWD (Front Wheel Drive),In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,,Yes,,,,,,,,
507,Tata,Nexon,Xz Plus Dual Tone,1198,3,4,FWD (Front Wheel Drive),In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,,Yes,,,,,,,,,,,,
508,Tata,Nexon,Xz Plus (O),1198,3,4,FWD (Front Wheel Drive),In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,,Yes,,,,,,,,,,,,
509,Tata,Nexon,Xz Plus (O) Dual Tone,1198,3,4,FWD (Front Wheel Drive),In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Automatic,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,,Yes,,Yes,,,,,,
510,Tata,Nexon,Xma,1198,3,4,FWD (Front Wheel Drive),In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Automatic,2498 mm,195/60 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,,350,Yes,Yes,Yes,Digital,Front,Yes,Yes,,,Yes,,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,,Yes,2,,"Rake, Reach",,,Rear sensors,,Yes,,,Yes,Yes,Multifunction Steering Wheel,Yes,,,Yes,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,
511,Tata,Nexon,Xza Plus,1198,3,4,FWD (Front Wheel Drive),In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Automatic,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,,Yes,,Yes,,,,,,
512,Tata,Nexon,Xza Plus Dual Tone,1198,3,4,FWD (Front Wheel Drive),In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Automatic,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,,Yes,,Yes,,,,,,
513,Tata,Nexon,Xza Plus (O),1198,3,4,FWD (Front Wheel Drive),In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Automatic,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,,Yes,,Yes,,,,,,
514,Tata,Nexon,Xza Plus (O) Dual Tone,1198,3,4,FWD (Front Wheel Drive),In-line,,Injection,44,Petrol,1607,3994,1811,SUV,5,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Automatic,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,,Yes,,Yes,,,,,,
515,Tata,Nexon,Xe Diesel,1497,4,4,FWD (Front Wheel Drive),In-line,,Injection,44,Diesel,1607,3994,1811,SUV,5,,,23.97 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,Only Front Windows,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,195/60 R16,,Yes,Not on offer,,Yes,,,Internal,350,,,Yes,Digital,Front,Yes,Yes,,,,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,,Yes,2,,"Rake, Reach",,,,,,,,Yes,,Multifunction Steering Wheel,Yes,,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,
516,Tata,Nexon,Xm Diesel,1497,4,4,FWD (Front Wheel Drive),In-line,,Injection,44,Diesel,1607,3994,1811,SUV,5,,,23.97 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,195/60 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,"Rake, Reach",,,Rear sensors,,Yes,,,Yes,Yes,Multifunction Steering Wheel,Yes,,,Yes,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,
517,Tata,Nexon,Xz Diesel,1497,4,4,FWD (Front Wheel Drive),In-line,,Injection,44,Diesel,1607,3994,1811,SUV,5,,,23.97 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,195/60 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,,Yes,Yes,,,Yes,,Yes,,,Yes,Yes,,,,,,,,,,,,
518,Tata,Nexon,Xz Plus Diesel,1497,4,4,FWD (Front Wheel Drive),In-line,,Injection,44,Diesel,1607,3994,1811,SUV,5,,,23.97 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Reach, Rake",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,,Yes,,Yes,,,,,,
519,Tata,Nexon,Xz Plus Diesel Dual Tone,1497,4,4,FWD (Front Wheel Drive),In-line,,Injection,44,Diesel,1607,3994,1811,SUV,5,,,23.97 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,,,,,,,,,,
520,Tata,Nexon,Xz Plus (O) Diesel,1497,4,4,FWD (Front Wheel Drive),In-line,,Injection,44,Diesel,1607,3994,1811,SUV,5,,,23.97 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,,,,,,,,,,
521,Tata,Nexon,Xz Plus (O) Diesel Dual Tone,1497,4,4,FWD (Front Wheel Drive),In-line,,Injection,44,Diesel,1607,3994,1811,SUV,5,,,23.97 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Smart Key,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Manual,2498 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,,,,,,,,,,
522,Tata,Nexon,Xma Diesel,1497,4,4,FWD (Front Wheel Drive),In-line,,Injection,44,Diesel,1607,3994,1811,SUV,5,,,23.97 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,,,195/60 R16,195/60 R16,Electric Power,All Windows,,Smart Key,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,Digital,Yes,5,Fabric,Automatic,2498 mm,195/60 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,350,Yes,Yes,Yes,Digital,Front,Yes,Yes,,,Yes,Internal,Analog,,Analog + Digital,Yes,5.1,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,,Yes,2,,"Rake, Reach",,,Rear sensors,,Yes,,,Yes,Yes,Multifunction Steering Wheel,Yes,,,Yes,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,
